title,description,course_url,topics,available_videos,id
Black Matters: Introduction to Black Studies,"Interdisciplinary survey of people of African descent that draws on the overlapping approaches of history, literature, anthropology, legal studies, media studies, performance, linguistics, and creative writing. This course connects the experiences of African-Americans and of other American minorities, focusing on social, political, and cultural histories, and on linguistic patterns.",https://ocw.mit.edu/courses/24-912-black-matters-introduction-to-black-studies-spring-2017/,"['Humanities', 'Language', 'Literature', 'Philosophy', 'Society', 'African American Studies']",10,192
"Linguistics and Social Justice: Language, Education, and Human Rights","Linguists take it for granted that all languages, including languages in the Global South, are worthy of study. Yet some 40% of children in the world are prevented from studying in and valorizing their home languages—including some of the very languages that linguists study with such fondness. So much research in linguistics and the benefits thereof remain inaccessible to the bulk of the very speech communities whose languages linguists study. This seminar examines efforts by linguists and educators to make their research more inclusive, accessible, and hospitable, and to reduce linguistic-discrimination practices in various communities world-wide.",https://ocw.mit.edu/courses/24-s96-linguistics-and-social-justice-language-education-and-human-rights-fall-2021/,"['Humanities', 'Linguistics', 'Social Science', 'Sociology', 'Social Justice', 'Society', 'Indigenous Studies', 'The Developing World', 'Teaching and Education', 'Education Policy']",0,193
Creating Video Games,"CMS.611J / 6.073 Creating Video Games is a class that introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Students will learn creative design and production methods, working together in small teams to design, develop, and thoroughly test their own original digital games. Design iteration across all aspects of video game development (game design, audio design, visual aesthetics, fiction and programming) will be stressed. Students will also be required to focus test their games, and will need to support and challenge their game design decisions with appropriate focus testing and data analysis.",https://ocw.mit.edu/courses/cms-611j-creating-video-games-fall-2014/,"['Business', 'Project Management', 'Engineering', 'Computer Science', 'Software Design and Engineering', 'Fine Arts', 'Game Design', 'Media Studies', 'Digital Media']",26,194
Playful Augmented Reality Audio Design Exploration,"Students explore augmented reality audio through the design and evaluation of prototypes. Participants will probe design space and illuminate creative possibilities. This includes productive, playful, and social applications, as well as the intersection between games and music. The course builds understanding of the limitations and strengths of iterative design and rapid prototyping as research methods, familiarizes students with the theoretical foundations of design exploration, and practices working with physical and digital materials.",https://ocw.mit.edu/courses/cms-s63-playful-augmented-reality-audio-design-exploration-fall-2019/,"['Fine Arts', 'Game Design', 'Media Studies', 'Social Science', 'Game Theory']",0,195
D-Lab: Energy,"<p>D-Lab: Energy offers a hands-on, project-based approach that engages students in understanding and addressing the applications of small-scale, sustainable energy technology in developing countries where compact, robust, low-cost systems for generating power are required. Projects may include micro-hydro, solar, or wind turbine generators along with theoretical analysis, design, prototype construction, evaluation and implementation. Students will have the opportunity both to travel to Nicaragua during spring break to identify and implement projects.</p>
<p>D-Lab: Energy is part of MIT’s <a href=""http://d-lab.mit.edu/"" target=""_blank"" rel=""noopener"">D-Lab program</a>, which fosters the development of appropriate technologies and sustainable solutions within the framework of international development.</p>
<p>This course is an elective subject in MIT’s undergraduate <a href=""http://mitei.mit.edu/education/energy-minor/"" target=""_blank"" rel=""noopener"">Energy Studies Minor</a>. This Institute-wide program complements the deep expertise obtained in any major with a broad understanding of the interlinked realms of science, technology, and social sciences as they relate to energy and associated environmental challenges.</p>
",https://ocw.mit.edu/courses/ec-711-d-lab-energy-spring-2011/,"['Energy', 'Engineering', 'Electrical Engineering', 'Electric Power', 'Science', 'Earth Science', 'Sustainability', 'Society', 'The Developing World']",0,196
Internet Technology in Local and Global Communities,"<p>This course is based on the work of the MIT-African Internet Technology Initiative (MIT-AITI). MIT-AITI is an innovative approach by MIT students to integrate computers and internet technology into the education of students in African schools. The program focuses upon programming principles, cutting-edge internet technology, free open-source systems, and even an entrepreneurship seminar to introduce students in Africa to the power of information technology in today’s world.</p>
<p>MIT-AITI achieves this goal by sending MIT students to three African nations in order to teach both students and teachers through intensive classroom and lab sessions for six weeks. The AITI program is implemented with emphasis on classroom teaching, community-oriented projects, and independent learning.</p>
<p>This course has two major components:</p>
<ol>
<li>Content from a spring 2005 preparatory seminar offered by the MIT-AITI leadership. The goal of this seminar is to adequately prepare the AITI student teachers for their upcoming summer experiences in Africa.</li>
<li>A snapshot of the summer 2005 MIT-AITI program. This includes the Java®-based curriculum that MIT-AITI ambassadors teach in Africa each year, as well as content from an entrepreneurship seminar offered concurrently with the IT class.</li>
</ol>
",https://ocw.mit.edu/courses/ec-s01-internet-technology-in-local-and-global-communities-spring-2005-summer-2005/,"['Business', 'Entrepreneurship', 'Engineering', 'Electrical Engineering', 'Telecommunications', 'Fine Arts', 'Media Studies', 'Digital Media', 'Teaching and Education', 'Educational Technology']",0,197
Speak Italian With Your Mouth Full,"The participants in this seminar will dive into learning basic conversational Italian, Italian culture, and the Mediterranean diet. Each class is based on the preparation of a delicious dish and on the bite-sized acquisition of parts of the Italian language and culture.&nbsp; A good diet is not based on recipes only, it is also rooted in healthy habits and in culture. At the end of the seminar the participants will be able to cook some healthy and tasty recipes &nbsp;and to understand and speak basic Italian.",https://ocw.mit.edu/courses/es-s41-speak-italian-with-your-mouth-full-spring-2012/,"['Humanities', 'Language', 'Italian', 'Society', 'European and Russian Studies']",39,198
Engineering Innovation and Design,"Learn to produce great designs, be a more effective engineer, and communicate with high emotional and intellectual impact. This project based course gives students the ability to understand, contextualize, and analyze engineering designs and systems. By learning and applying design thinking, students will more effectively solve problems in any domain. Lectures focus on teaching a tested, iterative design process as well as techniques to sharpen creative analysis. Guest lectures from all disciplines illustrate different approaches to design thinking. This course develops students’ skills to conceive, organize, lead, implement, and evaluate successful projects in any engineering discipline. Additionally, students learn how to give compelling in-person presentations. Open to all majors, all years.",https://ocw.mit.edu/courses/esd-051j-engineering-innovation-and-design-fall-2012/,"['Business', 'Innovation', 'Project Management', 'Engineering', 'Systems Engineering', 'Systems Design']",0,199
Green Supply Chain Management,"<p>The half-semester graduate course in Green Supply Chain Management will focus on the fundamental strategies, tools and techniques required to analyze and design environmentally sustainable supply chain systems. Topics covered include: Closed-loop supply chains, reverse logistics systems, carbon footprinting, life-cycle analysis and supply chain sustainability strategy.</p>
<p>Class sessions will combine presentations, case discussions and guest speakers. All students will work on a course-long team project that critically evaluates the environmental supply chain strategy of an industry or a publicly traded company. Grades will be based on class participation, case study assignments and the team project.</p>
",https://ocw.mit.edu/courses/esd-s43-green-supply-chain-management-spring-2014/,"['Business', 'Supply Chain Management', 'Science', 'Earth Science', 'Sustainability', 'Social Science', 'Public Administration', 'Environmental Policy']",0,200
Global Health Informatics to Improve Quality of Care,"<p>This course will explore innovations in information systems for health care delivery in developing countries, and focus not only on the importance of technology, but also on broader issues necessary for its success, such as quality improvement, project management, and leadership skills.&nbsp;</p>
<p>This course is targeted toward individuals interested in designing or implementing a health information and communication technology (ICT) solution in the developing world. Implementing a health information technology project requires multidisciplinary teams. Thus, with this course, we hope to bring together individuals from a variety of disciplines—computer science, medicine, engineering, public health, policy, and business.</p>
<p>What you’ll learn:</p>
<ul>
<li>Global health burden</li>
<li>Design thinking</li>
<li>Health informatics</li>
<li>Software development process</li>
<li>Evaluation and monitoring</li>
</ul>
<p>This course is part of the <a href=""https://openlearning.mit.edu/courses-programs/open-learning-library"" target=""_blank"" rel=""noopener"">Open Learning Library</a>, which is free to use. You have the option to sign up and enroll in the course if you want to track your progress, or you can view and use all the materials without enrolling.</p>
",https://ocw.mit.edu/courses/hst-936x-global-health-informatics-to-improve-quality-of-care-spring-2020/,"['Business', 'Health Care Management', 'Information Technology', 'Engineering', 'Computer Science', 'Software Design and Engineering', 'Systems Engineering', 'Systems Design', 'Health and Medicine', 'Public Health']",0,201
Health Information Systems to Improve Quality of Care in Resource-Poor Settings,"<p>This course is a collaborative offering of <a href=""http://sana.mit.edu/"" target=""_blank"" rel=""noopener"">Sana</a>, <a href=""http://www.pih.org/"" target=""_blank"" rel=""noopener"">Partners in Health</a>, and the <a href=""http://www.ihi.org/Pages/default.aspx"" target=""_blank"" rel=""noopener"">Institute for Healthcare Improvement</a> (IHI). The goal of this course is the development of innovations in information systems for developing countries that will (1) translate into improvement in health outcomes, (2) strengthen the existing organizational infrastructure, and (3) create a collaborative ecosystem to maximize the value of these innovations. The course will be taught by guest speakers who are internationally recognized experts in the field and who, with their operational experiences, will outline the challenges they faced and detail how these were addressed.</p>
<p>This OCW site combines resources from the initial Spring 2011 offering of the course (numbered HST.184) and the Spring 2012 offering (numbered HST.S14).</p>
",https://ocw.mit.edu/courses/hst-s14-health-information-systems-to-improve-quality-of-care-in-resource-poor-settings-spring-2012/,"['Business', 'Health Care Management', 'Information Technology', 'Innovation', 'Health and Medicine', 'Public Health', 'Social Science', 'Economics', 'International Development']",0,202
Autism Theory and Technology,"This course illuminates current theories about autism together with challenges faced by people on the autism spectrum. Theories in communicating, interacting socially, managing cognitive and affective overload, and achieving independent lifestyles are covered. In parallel, the course presents state-of-the-art technologies being developed for helping improve both theoretical understanding and practical outcomes. Participants are expected to meet and interact with people on the autism spectrum. Weekly reading, discussion, and a term project are required.",https://ocw.mit.edu/courses/mas-771-autism-theory-and-technology-spring-2011/,"['Engineering', 'Computer Science', 'Human-Computer Interfaces', 'Health and Medicine', 'Mental Health', 'Social Science', 'Psychology', 'Teaching and Education', 'Educational Technology']",0,203
Cryptocurrency Engineering and Design,"Bitcoin and other cryptographic currencies have gained attention over the years as the systems continue to evolve. This course looks at the design of Bitcoin and other cryptocurrencies and how they function in practice, focusing on cryptography, game theory, and network architecture.",https://ocw.mit.edu/courses/mas-s62-cryptocurrency-engineering-and-design-spring-2018/,"['Engineering', 'Computer Science', 'Algorithms and Data Structures', 'Data Mining', 'Software Design and Engineering']",20,204
SCUBA,"This course will thoroughly educate the successful student with the knowledge and skills necessary to be a certified beginning SCUBA diver. The prerequisite for the course is passing the MIT SCUBA swim test and demonstrating a “comfort level” in the water. At the end of the class, students will attempt to pass the certification exam to become certified divers. The class is taught in two parts each week: a classroom session and a pool session. The classroom sessions along with the reading material will provide the student with the knowledge necessary to pass the written exam. At the pool, the water skills are taught in progressions that build on the previous skills, making the difficult skills seem easy.",https://ocw.mit.edu/courses/pe-210-scuba-spring-2007/,"['Health and Medicine', 'Physical Education and Recreation']",0,205
IIT Joint Entrance Exam Preparation,"<p>The Joint Entrance Examination—Advanced* is a prestigious exam for high school students in India, as successful candidates go onto pursue undergraduate education from top colleges such as Indian Institutes of Technology and National Institutes of Technology. This resource provides free, open-source videos for students preparing for JEE-Advanced.</p>
<p>This project was conceptualized and implemented by Dr. Ankur Gupta, now a professor at the University of Colorado Boulder. He holds a Ph.D. in Chemical Engineering from MIT and is an alumnus of IIT-Dehli. He had support for this project from Dr. Anshul Singhal, also an alumnus of IIT-Dehli and MIT. The initiative attracted several volunteers at MIT, including Rohit Kannan, Neelkanth Bardhan, Vaibhav Unhelkar, Ananth Govind Rajan, Pritish Kamath and Mikhil Ranka.</p>
<p>*(Formerly the Indian Institutes of Technology—Joint Entrance Examination or IIT-JEE)</p>
",https://ocw.mit.edu/courses/res-tll-009-iit-joint-entrance-exam-preparation-fall-2022/,['Teaching and Education'],0,206
Making Science and Engineering Pictures: A Practical Guide to Presenting Your Work,"<p>In this course you will learn the basics of photography and gain an intriguing new perspective into the visual world. We will begin with a gentle introduction to the tools, and after that, we start in earnest.</p>
<p>Although we will emphasize photographing science and engineering, most of the material will easily apply to other kinds of macro photography. The course’s video tutorials will be accompanied by assignments using a camera, a flatbed scanner, and mobile devices. You will discover how subtle changes in lighting, composition, and background contribute to creating more effective images. You will also learn to think graphically and present your photographs for journal figures, covers, and grant submissions. We will also host interviews with notable image makers and art directors.&nbsp;</p>
<h2 id=""about-the-instructor"">About the Instructor</h2>
<p><a href=""http://www.felicefrankel.com/"" target=""_blank"" rel=""noopener"">Felice Frankel</a> is an award-winning science photographer and research scientist in the <a href=""https://cheme.mit.edu/"" target=""_blank"" rel=""noopener"">Department of Chemical Engineering</a> at the Massachusetts Institute of Technology. Felice’s images have been internationally published in books, journals, and magazines, including <em>The New York Times</em>, <em>Nature,</em> <em>Science</em>, <em>National Geographic</em>, and <em>Discover</em>. She is a fellow of the American Association for the Advancement of Science, a Gugghenheim Fellow, has received awards and grants from NSF, NEA, the Alfred P. Sloan Foundation, and was a senior research fellow in Harvard University’s Faculty of Arts and Sciences.&nbsp;</p>
<h2 id=""acknowledgements"">Acknowledgements</h2>
<p>The production of these videos is supported by OpenCourseWare, MITx, the Center for Materials Science and Engineering and the following departments: Chemical Engineering, Materials Science and Engineering and Mechanical Engineering.</p>
",https://ocw.mit.edu/courses/res-10-001-making-science-and-engineering-pictures-a-practical-guide-to-presenting-your-work-spring-2016/,"['Engineering', 'Fine Arts', 'Visual Arts', 'Graphic Design', 'Photography', 'Health and Medicine', 'Science', 'Biology', 'Chemistry', 'Physics', 'Teaching and Education']",0,207
Physics of COVID-19 Transmission,"This resource is a collection of videos taught using a LightBoard, a specialized glass that creates a transparent white board. It teaches scientific principles to quantitatively assess the risk of airborne transmission of COVID-19 in indoor spaces based on factors such as the occupancy, time, room geometry, mask use, ventilation, air filtration, humidity, respiratory activities, etc., as well as how these factors interact. This collection is suitable for learners with some undergraduate-level training in STEM, although some videos may also be accessible to the general public. Graduate students and professionals can watch optional videos with more challenging mathematics. A full MITx course with problems and bonus content is available for free on <a href=""https://courses.mitxonline.mit.edu/learn/course/course-v1:MITxT+10.S95x+3T2022/home"" target=""_blank"" rel=""noopener"">MITx Online</a>.",https://ocw.mit.edu/courses/res-10-s95-physics-of-covid-19-transmission-fall-2020/,"['Engineering', 'Chemical Engineering', 'Health and Medicine', 'Public Health', 'Science', 'Physics']",49,208
"Intentional Public Disruptions: Art, Responsibility, and Pedagogy","During the fall of 2017, art educator B. Stephen Carpenter II began a residency at the <a href=""https://arts.mit.edu/cast/"" target=""_blank"" rel=""noopener"">MIT Center for Art, Science &amp; Technology</a> (CAST). He provided new perspectives on issues of access, privilege, and the global water crisis through a series of seminars, performances, and workshops. Carpenter’s seminars illustrated ways of disrupting systems of oppression and ways to increase access to potable water in politically marginalized communites in the United States and abroad.",https://ocw.mit.edu/courses/res-11-002-intentional-public-disruptions-art-responsibility-and-pedagogy-fall-2017/,"['Fine Arts', 'Visual Arts', 'Social Science', 'Public Administration', 'Social Welfare', 'Urban Studies', 'Society', 'Global Poverty', 'Latin and Caribbean Studies', 'Teaching and Education', 'Curriculum and Teaching']",0,209
Shaping the Future of Work (15.662x),"The goal of this course is to explore and develop plans of action for improving the job and career opportunities for today and tomorrow’s workforce. If we take the right actions we can shape the future of work in ways that meet the needs of workers, families, and their economies and societies. To do so we first have to understand how the world of work is changing, how firms can compete and prosper and support good jobs and careers, and how to update the policies and practices governing the world of work.",https://ocw.mit.edu/courses/res-15-003-shaping-the-future-of-work-15-662x-spring-2016/,"['Business', 'Industrial Relations and Human Resource Management', 'Social Science', 'Economics', 'Industrial Organization', 'Labor Economics', 'Public Administration', 'Social Welfare']",0,210
System Dynamics: Systems Thinking and Modeling for a Complex World,This one-day workshop provides a brief overview of system dynamics and a hands-on simulation experience. It also serves as a preview of the more in-depth coverage of the subject available in other courses offered at MIT Sloan.,https://ocw.mit.edu/courses/res-15-004-system-dynamics-systems-thinking-and-modeling-for-a-complex-world-january-iap-2020/,"['Business', 'Management', 'Operations Management', 'Organizational Behavior']",0,211
Lean Enterprise en Español,"<p>Este curso contiene un subconjunto de material en español del curso 16.660J (en Inglés). Para la versión en Inglés, por favor vea <a href=""/courses/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012/"">16.660J Introduction to Lean Six Sigma Methods January IAP 2012</a>.</p>
<p>El programa presenta los fundamentos del pensamiento Lean a través de conceptos y herramientas prácticas y aplicables. Este curso cubre los principios fundamentales, prácticas y herramientas de una empresa Lean, incluyendo Lean Six Sigma y otros métodos de enfoques modernos para la productividad organizacional. El curso incluye ejemplos y ejercicios aplicados en la industria aeroespacial, automotriz, servicios de salud y otros sectores. La metodología es altamente interactiva con simulaciones y ejercicios orientados hacia el aprendizaje de conceptos aplicados en experiencias grupales, incluyendo una simulación Lego®, tour virtual a fábricas, charlas de expertos entre otros. Este curso fue ofrecido en la Pontificia Universidad Católica de Chile a través del Centro de Excelencia en Gestión de Producción (GEPUC) de 17 a 19 abril, 2013.</p>
<h2 id=""mit-professional-education"">MIT Professional Education</h2>
<p><strong>Conecta A Los Profesionales Con Conocimiento Y Expertise Avanzado A Traves De Entrenamiento Y Capacitacion</strong></p>
<p>Los cursos y programas ofrecidos por MIT Professional Education son diseñados por expertos de MIT para conectar a profesionales de la industria con los últimos avances tecnológicos y de conocimiento. La inmersión en un intenso ambiente de aprendizaje permite a profesionales alrededor del mundo la oportunidad de acceder a información crucial para nutrir sus carreras, generar un mayor desarrollo empresarial e impactar al mundo. Nuestros programas le entregan a los participantes acceso inigualable a los mayores expertos de cada área. Esta experiencia de aprendizaje altamente focalizada les permite acceder a tópicos de interés vital y compartir con expertos reconocidos a nivel mundial además de incorporarse a una red internacional de colegas talentosos.</p>
<p>Para mayor información acerca de los programas de MIT Professional Education favor visitar: <a href=""https://professional.mit.edu/"" target=""_blank"" rel=""noopener"">http://professionaleducation.mit.edu</a>.</p>
",https://ocw.mit.edu/courses/res-16-001-lean-enterprise-en-espanol-january-iap-2012/,"['Business', 'Health Care Management', 'Leadership', 'Operations Management', 'Project Management']",0,212
Calculus Revisited: Multivariable Calculus,"<p>Calculus Revisited is a series of videos and related resources that covers the materials normally found in freshman- and sophomore-level introductory mathematics courses. <em>Multivariable Calculus</em> is the second course in the series, consisting of 26 videos, 4 Study Guides, and a set of Supplementary Notes. The series was first released in 1971 as a way for people to review the essentials of calculus. It is equally valuable for students who are learning calculus for the first time.</p>
<p><strong>About the Instructor</strong></p>
<p>Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College. He is the developer of the <a href=""http://www.mathasasecondlanguage.org/"" target=""_blank"" rel=""noopener"">Mathematics As A Second Language</a> website, providing arithmetic and algebra materials to elementary and middle school teachers.</p>
<p><strong>Acknowledgements</strong></p>
<p>Funding for this resource was provided by the <a href=""http://www.rosenbaum-foundation.org/"" target=""_blank"" rel=""noopener"">Gabriella and Paul Rosenbaum Foundation</a>.</p>
<h3 id=""other-resources-by-herb-gross"">Other Resources by Herb Gross</h3>
<p><a href=""/courses/res-18-006-calculus-revisited-single-variable-calculus-fall-2010/"">Calculus Revisited: Single Variable Calculus</a></p>
<p><a href=""/courses/res-18-008-calculus-revisited-complex-variables-differential-equations-and-linear-algebra-fall-2011/"">Calculus Revisited: Complex Variables, Differential Equations, and Linear Algebra</a></p>
",https://ocw.mit.edu/courses/res-18-007-calculus-revisited-multivariable-calculus-fall-2011/,"['Mathematics', 'Calculus', 'Differential Equations']",0,213
"Calculus Revisited: Complex Variables, Differential Equations, and Linear Algebra","<p>Calculus Revisited is a series of videos and related resources that covers the materials normally found in freshman- and sophomore-level introductory mathematics courses. <em>Complex Variables, Differential Equations, and Linear Algebra</em> is the third course in the series, consisting of 20 Videos, 3 Study Guides, and a set of Supplementary Notes. Students should have mastered the first two courses in the series (<a href=""/resources/res-18-006-calculus-revisited-single-variable-calculus-fall-2010/index.htm"">Single Variable Calculus</a>&nbsp;and&nbsp;<a href=""/resources/res-18-007-calculus-revisited-multivariable-calculus-fall-2011/index.htm"">Multivariable Calculus</a>) before taking this course.</p>
<p>The series was first released in 1972, but equally valuable today for students who are learning these topics for the first time.</p>
<p>About the Instructor</p>
<p>Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College. He is the developer of the <a href=""http://www.mathasasecondlanguage.org/"" target=""_blank"" rel=""noopener"">Mathematics As A Second Language</a> website, providing arithmetic and algebra materials to elementary and middle school teachers.</p>
<p>Acknowledgements</p>
<p>Funding for this resource was provided by the <a href=""http://www.rosenbaum-foundation.org/"" target=""_blank"" rel=""noopener"">Gabriella and Paul Rosenbaum Foundation</a>.</p>
<p><em>Other Resources by Herb Gross</em></p>
<p><a href=""/courses/res-18-006-calculus-revisited-single-variable-calculus-fall-2010/"">Calculus Revisited: Single Variable Calculus</a>&nbsp;<br>
<a href=""/courses/res-18-007-calculus-revisited-multivariable-calculus-fall-2011/"">Calculus Revisited: Multivariable Calculus</a></p>
",https://ocw.mit.edu/courses/res-18-008-calculus-revisited-complex-variables-differential-equations-and-linear-algebra-fall-2011/,"['Mathematics', 'Calculus', 'Differential Equations', 'Linear Algebra']",0,214
Learn Differential Equations: Up Close with Gilbert Strang and Cleve Moler,"<p><em>Learn Differential Equations: Up Close with</em> <em><em>Gilbert Strang</em> and</em> <em>Cleve Moler</em> is an in-depth series of videos about differential equations and the MATLAB<sup>®</sup> ODE suite. These videos are suitable for students and life-long learners to enjoy.</p>
<h2 id=""about-the-instructors"">About the Instructors</h2>
<p>Gilbert Strang is the MathWorks Professor of Mathematics at MIT. His research focuses on mathematical analysis, linear algebra and PDEs. He has written textbooks on linear algebra, computational science, finite elements, wavelets, GPS, and calculus.</p>
<p>Cleve Moler is chief mathematician, chairman, and cofounder of MathWorks. He was a professor of math and computer science for almost 20 years at the University of Michigan, Stanford University, and the University of New Mexico.</p>
<p>These videos were produced by <a href=""http://in.mathworks.com/"" target=""_blank"" rel=""noopener"">The MathWorks<sup>®</sup></a> and are also available on <a href=""http://in.mathworks.com/academia/courseware/learn-differential-equations.html"" target=""_blank"" rel=""noopener"">The MathWorks website</a>.</p>
",https://ocw.mit.edu/courses/res-18-009-learn-differential-equations-up-close-with-gilbert-strang-and-cleve-moler-fall-2015/,"['Engineering', 'Computer Science', 'Programming Languages', 'Mathematics', 'Applied Mathematics', 'Differential Equations', 'Linear Algebra']",0,215
A 2020 Vision of Linear Algebra,"<p>These brief videos, recorded in 2020, contain ideas and suggestions from Professor Strang about the recommended order of topics in teaching and learning linear algebra. The first topic is called <em>A New Way to Start Linear Algebra</em>. The key point is to start right in with the columns of a matrix <em>A</em> and the multiplication <em>Ax</em> that combines those columns.</p>
<p>That leads to <em>The Column Space of a Matrix</em> and the idea of independent columns and the factorization <em>A = CR</em> that tells so much about <em>A</em>. With good numbers, every student can see dependent columns.</p>
<p>The remaining videos outline very briefly the full course: <em>The Big Picture of Linear Algebra</em>; <em>Orthogonal Vectors</em>; <em>Eigenvalues &amp; Eigenvectors</em>; and <em>Singular Values &amp; Singular Vectors</em>. Singular values have become so important and they come directly from the eigenvalues of <em>A’A</em>.</p>
<p>A new video recorded in 2021, <em>Finding the Nullspace: Solving Ax = 0 by Elimination</em>, computes the nullspace of any matrix <em>A</em>.</p>
<p>You can see this new idea developing in the <a href=""/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/resources/lecture-1-the-column-space-of-a-contains-all-vectors-ax"">first video lecture</a> of Professor Strang’s 2019 course <em><a href=""/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/"">18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning</a></em>.</p>
",https://ocw.mit.edu/courses/res-18-010-a-2020-vision-of-linear-algebra-spring-2020/,"['Mathematics', 'Linear Algebra']",0,216
Finite Element Procedures for Solids and Structures,"<p>Finite element analysis is now widely used for solving complex static and dynamic problems encountered in engineering and the sciences. In these two video courses, <a href=""http://en.wikipedia.org/wiki/Klaus-J%C3%BCrgen_Bathe"" target=""_blank"" rel=""noopener"">Professor K. J. Bathe</a>, a researcher of world renown in the field of finite element analysis, teaches the basic principles used for effective finite element analysis, describes the general assumptions, and discusses the implementation of finite element procedures for linear and nonlinear analyses.</p>
<p>These videos were produced in 1982 and 1986 by the MIT Center for Advanced Engineering Study.</p>
",https://ocw.mit.edu/courses/res-2-002-finite-element-procedures-for-solids-and-structures-spring-2010/,"['Engineering', 'Mechanical Engineering', 'Solid Mechanics', 'Systems Engineering', 'Computational Modeling and Simulation', 'Numerical Simulation']",0,217
Girls Who Build Cameras,"The Girls Who Build Cameras workshop for high school girls is a one-day, hands-on introduction to camera physics and technology (i.e. how Instagram works!) at the <a href=""https://beaverworks.ll.mit.edu/CMS/bw/"" target=""_blank"" rel=""noopener"">MIT Lincoln Laboratory Beaverworks Center</a>. The workshop includes tearing down old dSLR cameras, building a Raspberry Pi camera, and designing Instagram filters and Photoshop tools. Participants also get to listen to keynote speakers from the camera technology industry, including Kris Clark who engineers space cameras for NASA and MIT Lincoln Laboratory, and Uyanga Tsedev who creates imaging probes to help surgeons find tumors at MIT. During lunch, representatives from the <a href=""http://societyofwomenengineers.swe.org/"" target=""_blank"" rel=""noopener"">Society of Women Engineers</a> and the <a href=""http://wtp.mit.edu/"" target=""_blank"" rel=""noopener"">Women’s Technology Program</a> at MIT will present future opportunities to get involved in engineering in high school and college.",https://ocw.mit.edu/courses/res-2-006-girls-who-build-cameras-summer-2016/,"['Energy', 'Technology', 'Engineering', 'Teaching and Education', 'Curriculum and Teaching']",0,218
The User-friendly Classroom,"<p>The User-friendly Classroom video training series was created specifically for teaching assistants for whom English is a second language and the USA a second culture by A.C. Kemp, a lecturer in <a href=""http://mitgsl.mit.edu/"" target=""_blank"" rel=""noopener"">MIT Global Languages</a>.&nbsp; These videos focus on developing international teaching assistants’ strategies for successful, student-centered communication in the interactive American classroom. These videos demonstrate best practices through authentic examples of successful teaching scenarios, interviews with undergraduates and advice from international teaching assistants.</p>
<p>These videos were created for use with the following courses:</p>
<p><a href=""/courses/21g-232-advanced-speaking-and-critical-listening-skills-els-spring-2007/"">21G.232</a> / <a href=""/courses/21g-232-advanced-speaking-and-critical-listening-skills-els-spring-2007/"">21G.233</a> Advanced Speaking and Critical Listening (ELS)</p>
<p>21G.217 / 21G.218 Workshop in Strategies for Effective Teaching (ELS)</p>
<p><em>“Special thanks to my mentor, Jane Dunphy, for her support and advice with this project.”</em></p>
<p><em>- A.C. Kemp</em></p>
",https://ocw.mit.edu/courses/res-21g-001-the-user-friendly-classroom-fall-2020/,"['Society', 'Teaching and Education', 'Curriculum and Teaching']",0,219
"Kanji Learning Any Time, Any Place for Japanese V","This resource aims to enhance students’ learning of kanji by providing a series of video lectures that cover the kanji characters in <a href=""https://tobiraweb.9640.jp/"" target=""_blank"" rel=""noopener"">Tobira</a> lessons 1–5. The video lectures not only teach how to write kanji but also provide stories behind the kanji characters.",https://ocw.mit.edu/courses/res-21g-505-kanji-learning-any-time-any-place-for-japanese-v-spring-2022/,"['Humanities', 'Language', 'Japanese']",0,220
"Kanji Learning Any Time, Any Place for Japanese VI","This resource aims to enhance students’ learning of kanji by providing a series of video lectures that cover the kanji characters in <a href=""https://tobiraweb.9640.jp/"" target=""_blank"" rel=""noopener"">Tobira</a> lessons 6–10. The video lectures not only teach how to write kanji but also provide stories behind the kanji characters.",https://ocw.mit.edu/courses/res-21g-506-kanji-learning-any-time-any-place-for-japanese-vi-spring-2021/,"['Humanities', 'Language', 'Japanese']",5,221
Learn to Build Your Own Videogame with the Unity Game Engine and Microsoft Kinect,"<p>This is a 9-day hands-on workshop about designing, building, and publishing simple educational videogames. No previous experience with computer programming or videogame design is required; beginning students will be taught everything they need to know and advanced students will be challenged to learn new skills. Participants will learn about videogame creation using the Unity game engine, collaborative software development using GitHub, gesture handling using the Microsoft Kinect, 3D digital object creation, videogame design, and small team management.</p>
<p>This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.</p>
",https://ocw.mit.edu/courses/res-3-003-learn-to-build-your-own-videogame-with-the-unity-game-engine-and-microsoft-kinect-january-iap-2017/,"['Engineering', 'Computer Science', 'Graphics and Visualization', 'Software Design and Engineering', 'Fine Arts', 'Game Design', 'Media Studies', 'Digital Media']",0,222
